Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,BF-B,0,0,0,0,28140000000.0,30160000000.0,33.97,32.89,4.32,8.55,14.42,8.88,24.99,25.25,32.64,12.98,49.06,3400000000.0,7.12,-0.6,2170000000.0,1180000000.0,858000000.0,1.78,1.8,276000000.0,0.58,2350000000.0,117.36,4.51,4.2,732000000.0,334250000.0,0.73,57.04,64.13,1230000.0,309100000.0,356540000.0,,,9800000.0,6.13,,11260000.0
0,0,BHI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BIG,0,0,0,0,761400000.0,2250000000.0,3.16,,,0.14,0.9,0.42,4.79,4.55,3.15,4.02,31.52,5320000000.0,135.64,0.5,2109999999.9999998,303260000.0,242460000.0,6.16,-13.2,52720000.0,1.35,1550000000.0,183.23,1.22,21.66,338970000.0,289130000.0,1.65,16.15,22.3,2040000.0,39200000.0,38240000.0,2.18,110.23,6490000.0,2.81,19.03,6530000.0
0,0,BIIB,0,0,0,0,48540000000.0,51040000000.0,9.03,9.13,9.13,3.68,3.87,3.54,6.52,40.76,52.25,17.92,44.56,14420000000.0,79.62,1.3,12420000000.0,8000000000.0,5880000000.0,32.4,-0.7,3860000000.0,23.66,6370000000.0,50.77,1.73,75.0,7090000000.0,5450000000.0,0.68,304.84,298.08,2260000.0,166090000.0,162170000.0,0.66,93.23,3810000.0,1.58,2.31,3560000.0
0,0,BK,0,0,0,0,31270000000.0,,7.65,9.86,2.42,2.02,0.83,,,27.06,34.69,1.1,10.8,16530000000.000002,17.92,1.2,16489999999.999998,,4290000000.0,4.63,3.6,214580000000.0,242.34,67300000000.0,,,42.47,,,1.13,33.73,43.73,7140000.0,885050000.0,883960000.0,0.0,0.0,7350000.0,0.95,0.83,10670000.0
0,0,BKS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BLK,0,0,0,0,73140000000.0,73270000000.0,17.47,17.89,6.09,4.96,2.18,4.92,13.69,28.38,34.05,,,14900000000.0,95.99,10.9,7410000000.0,5490000000.0,4230000000.0000005,26.98,-23.5,7980000000.0,51.46,5930000000.0,16.97,,216.15,,,1.32,433.34,484.03,1000000.0,154260000.0,118160000.0,3.33,84.75,1800000.0,1.52,1.52,1420000.0
0,0,BLL,0,0,0,0,21140000000.0,27400000000.0,39.1,23.42,2.91,1.92,7.17,2.39,17.09,4.93,10.25,4.33,16.29,11470000000.0,34.65,-3.0,2270000000.0,1850000000.0,566000000.0,1.66,6.0,1800000000.0,5.52,8060000000.000001,266.84,0.88,9.08,1550000000.0,949880000.0,0.57,64.64,68.34,2740000.0,325780000.0,323010000.0,0.68,85.47,5410000.0,1.61,1.93,6450000.0
0,0,BMC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BMS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BMY,0,0,0,0,137900000000.0,170040000000.0,30.32,9.86,1.07,3.99,2.67,6.5,23.05,13.15,27.02,5.35,10.51,26140000000.0,15.33,33.0,18930000000.0,8740000000.0,3440000000.0,2.01,,15390000000.0,6.82,47540000000.0,91.96,1.6,22.92,8070000000.0,6160000000.0,0.72,56.06,59.76,16149999.999999998,2260000000.0,2250000000.0,0.11,79.39,33049999.999999996,1.81,1.46,45170000.0
0,0,BRCM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BRK-B,0,0,0,0,451490000000.0,490680000000.0,5.59,100.0,0.26,1.39,1.06,1.5,,31.79,41.19,8.64,20.94,256100000000.00003,156737.12,4.0,105480000000.0,115540000000.0,81420000000.0,49828.45,,128000000000.0,78796.62,109250000000.0,25.49,3.36,261342.45,38690000000.0,54040000000.0,0.88,184.2,211.51,8210000.000000001,1380000000.0,1340000.0,,,17480000.0,1.62,1.47,16880000.0
0,0,BSX,0,0,0,0,50930000000.0,61000000000.0,10.93,20.66,2.41,4.78,3.67,5.68,28.1,43.78,16.82,4.38,41.59,10730000000.0,7.72,13.4,7630000000.0,2820000000.0,4700000000.0,3.33,935.2,217000000.0,0.16,10350000000.0,74.59,0.97,9.95,1840000000.0,1390000000.0,0.93,32.75,39.79,12310000.0,1390000000.0,1390000000.0,0.24,94.82,12000000.0,0.83,0.86,14310000.0
0,0,BTU,0,0,0,0,290390000.0,951390000.0,,,,0.07,0.11,0.21,1.58,-4.57,0.04,0.02,-6.15,4620000000.0,44.58,-20.0,1090000000.0,847400000.0,-214500000.0,-2.039,,732200000.0,7.54,1390000000.0,52.13,1.65,26.97,677400000.0,507020000.0,1.51,3.2366,7.814,2560000.0,97120000.0,56370000.0,15.05,3.27,4910000.0,1.89,7.29,5670000.0
0,0,BWA,0,0,0,0,5510000000.0,6640000000.0,7.38,8.63,1.04,0.54,1.17,0.65,3.77,7.34,11.86,7.62,17.35,10170000000.0,49.43,-0.6,2100000000.0,1640000000.0,746000000.0,3.61,-4.3,832000000.0,4.03,2040000000.0,42.22,1.65,22.8,1010000000.0,580370000.0,1.75,24.67,35.81,4099999.9999999995,206700000.0,204360000.0,0.5,96.09,15740000.0,3.77,8.61,15960000.0
0,0,BXP,0,0,0,0,13810000000.0,25600000000.0,26.95,21.14,2.94,4.65,2.52,8.65,14.67,31.17,35.68,3.11,13.24,2950000000.0,19.1,4.0,1840000000.0,1720000000.0,910430000.0,5.87,396.5,660730000.0,4.25,12490000000.0,148.31,4.09,37.65,,,,95.55,126.71,1290000.0,155310000.0,154990000.0,0.15,98.73,2300000.0,1.35,1.71,2610000.0
0,0,C,0,0,0,0,88390000000.0,,5.87,11.11,2.36,1.23,0.51,,,27.02,32.96,0.83,8.85,63720000000.0,29.11,-14.1,66069999999.99999,,16030000000.000002,7.27,-46.5,913460000000.0,438.74,543370000000.0,,,83.74,,,1.92,43.07,66.9,27180000.0,2080000000.0,2080000000.0,0.25,81.73,25380000.0,0.74,1.22,23120000.0
0,0,CA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CAB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CAG,0,0,0,0,16649999999.999998,26570000000.0,21.91,15.34,2.3,1.6,2.14,2.56,14.68,7.37,16.27,4.7,10.0,10380000000.0,21.36,-5.6,2720000000.0,2049999999.9999998,765200000.0,1.58,-15.5,99000000.0,0.2,10280000000.0,130.77,0.87,15.98,1280000000.0,764310000.0,0.67,30.08,30.06,5350000.0,487080000.0,485260000.0,0.32,88.4,12610000.0,1.96,3.36,15670000.0
0,0,CAH,0,0,0,0,14390000000.0,20670000000.0,,9.03,1.75,0.1,14.41,0.14,7.67,-2.81,1.18,2.7,-119.52,149660000000.0,505.6,5.3,6830000000.0,2730000000.0,-4210000000.0,-14.23,-21.4,1660000000.0,5.69,8359999999.999999,834.33,1.03,3.42,2029999999.9999998,1670000000.0,1.09,47.6,51.85,3210000.0,291780000.0,291280000.0,0.16,91.12,4400000.0,1.38,1.72,5410000.0
0,0,CAM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CAMP,0,0,0,0,199830000.0,337570000.0,,34.36,2.87,0.54,1.05,0.93,9.54,-3.36,2.77,1.08,-6.23,363280000.0,10.82,9.2,147760000.0,32330000.0,-12210000.0,-0.37,,103560000.0,3.03,241300000.0,126.57,1.95,5.58,2950000.0,-10130000.0,2.12,5.08,8.93,34160000.0,34160000.0,32820000.0,3.92,77.05,2110000.0,3.45,7.72,2400000.0
0,0,CAT,0,0,0,0,62110000000.0,91480000000.0,10.51,19.96,5.77,1.19,4.26,1.7,8.46,10.41,14.34,5.91,35.69,50970000000.0,91.8,-21.0,14460000000.0,9780000000.0,5300000000.0,9.46,-41.9,7120000000.0,13.03,37090000000.0,260.5,1.42,25.96,6920000000.0,5800000000.0,,109.57,132.06,5600000.0,550080000.0,545680000.0,0.18,67.35,10220000.0,1.47,1.86,7880000.0
0,0,CB,0,0,0,0,46980000000.0,45470000000.0,12.99,9.78,1.24,1.4,0.9,1.34,,10.53,15.21,1.92,7.01,34820000000.0,76.67,8.7,8720000000.0,5600000000.0,3670000000.0,8.02,-75.8,5100000000.0,11.3,16460000000.0,31.53,0.34,115.64,,,0.84,110.93,142.56,2860000.0,451370000.0,448630000.0,0.53,90.88,3570000.0,1.09,0.8,4940000.0
0,0,CBG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CBS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CCE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CCI,0,0,0,0,66910000000.0,83010000000.0,89.69,70.92,3.3,11.64,5.65,14.4,26.65,14.92,27.61,2.79,7.8,5760000000.0,13.85,-1.5,3780000000.0,3100000000.0,747000000.0,1.79,-20.1,196000000.0,0.47,23930000000.0,228.15,0.63,25.21,2700000000.0,201500000.0,0.29,149.26,145.1,2700000.0,416750000.0,414550000.0,0.42,93.36,7160000.0,2.11,1.98,8400000.0
0,0,CCL,0,0,0,0,9320000000.0,22380000000.0,4.41,7.62,,0.39,0.38,1.07,5.11,8.94,14.97,4.31,7.72,20940000000.0,30.45,2.5,7920000000.0,5350000000.0,1870000000.0,2.72,,1350000000.0,1.98,14430000000.0,59.42,0.27,35.46,5270000000.0,-458500000.0,1.98,13.02,36.13,51960000.0,599690000.0,524730000.0,15.44,76.2,96800000.0,0.96,27.84,40010000.0
0,0,CELG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CERN,0,0,0,0,21650000000.0,22140000000.0,43.12,22.57,2.15,4.02,5.01,3.89,16.32,9.3,12.06,6.31,11.45,5690000000.0,17.89,5.6,4620000000.0,1150000000.0,529450000.00000006,1.65,17.5,541770000.0,1.74,1190000000.0,27.55,2.04,13.89,1310000000.0,448070000.0,0.86,64.94,70.04,2860000.0,304250000.0,300750000.0,3.64,85.84,12320000.0,4.06,4.56,11420000.0
0,0,CF,0,0,0,0,5950000000.0,9910000000.0,12.49,16.39,0.97,1.34,2.06,2.16,5.3,10.74,20.39,4.71,11.36,4590000000.0,20.84,-7.3,1170000000.0,1810000000.0,493000000.0,2.23,12.2,287000000.0,1.33,4240000000.0,75.22,1.47,13.41,1500000000.0,710880000.0,1.23,26.85,39.63,3510000.0,213800000.0,215010000.0,7.86,16.26,5470000.0,1.48,3.37,6640000.0
0,0,CFN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CHK,0,0,0,0,268960000.0,11350000000.0,,,,0.03,0.1,1.34,4.99,,,,,,,,2800000000.0,,,,,,,,,,,,,,31.91,120.9,4110000.0000000005,,,,,,,,
0,0,CHRW,0,0,0,0,9260000000.0,10370000000.0,16.82,19.49,2.4,0.63,5.54,0.68,11.64,3.21,4.39,8.84,30.45,15360000000.0,112.67,1.4,1290000000.0,758120000.0,493330000.0,3.6,-51.7,294570000.0,2.17,1770000000.0,111.54,1.44,11.72,636990000.0,472050000.0,,68.0,74.72,2089999.9999999998,131340000.0,134680000.0,0.87,98.97,12390000.0,4.78,11.06,18340000.0
0,0,CI,0,0,0,0,68540000000.00001,101330000000.0,13.71,9.96,0.87,0.46,1.51,0.66,,3.32,5.88,3.66,11.85,153740000000.0,408.98,168.9,25260000000.0,11810000000.0,5100000000.0,13.44,578.5,5560000000.0,14.93,38040000000.0,83.82,0.74,121.7,9480000000.0,4390000000.0,0.66,172.87,190.27,2970000.0,371920000.0,370820000.0,1.45,92.17,4380000.0,1.3,1.18,5050000.0
0,0,CIM,0,0,0,0,1390000000.0,,4.1,3.26,,2.85,0.35,26.08,,46.63,87.4,1.51,10.8,886800000.0,4.74,,850510000.0,,340850000.0,1.81,,113490000.0,0.61,21740000000.0,549.94,0.97,21.11,65040000.00000001,,1.25,9.6,17.93,5360000.0,187230000.0,183850000.0,1.49,51.35,23300000.0,2.42,,5820000.0
0,0,CINF,0,0,0,0,13310000000.0,13430000000.0,6.78,20.2,,1.71,1.35,2.37,,25.2,31.87,6.67,22.57,7920000000.0,48.55,203.1,2630000000.0,2600000000.0,2000000000.0,12.1,,767000000.0,4.72,885000000.0,8.97,0.7,60.55,1210000000.0,3730000000.0,0.83,80.15,100.39,1050000.0,160800000.0,158440000.0,6.57,65.42,1760000.0,1.45,1.34,2300000.0
0,0,CL,0,0,0,0,61080000000.0,68680000000.00001,25.9,24.21,3.68,3.91,522.02,4.38,17.12,15.08,23.03,16.61,669.4,15690000000.0,18.27,5.4,9340000000.0,4000000000.0,2370000000.0,2.75,6.1,906000000.0,1.06,8480000000.0,1520.25,1.03,0.14,3130000000.0,2130000000.0,0.6,68.21,69.4,5810000.0,857450000.0,795550000.0,0.24,81.09,9860000.0,1.49,1.23,11920000.0
0,0,CLDX,0,0,0,0,44640000.0,-19740000.0,,,,10.31,0.47,-5.53,0.4,0.0,-1526.03,-24.45,-46.66,3570000.0,0.25,-49.7,-39100000.0,-49670000.0,-50880000.0,-3.507,,64379999.99999999,3.66,3660000.0,3.89,5.73,5.54,-46410000.0,-25560000.0,2.86,1.9257,2.2688,1150000.0,16710000.0,16440000.000000002,0.2,25.25,1.67,1.67,,
0,0,CLF,0,0,0,0,1560000000.0,3320000000.0,3.77,14.56,,0.56,4.37,1.67,6.46,14.71,21.87,7.73,75.31,1990000000.0,7.19,-23.3,575700000.0,520299999.99999994,294500000.0,1.034,-89.6,352600000.0,1.3,2170000000.0,607.04,2.19,1.33,567900000.0,-304450000.0,2.12,3.9029,6.5529,13030000.0,398610000.0,267339999.99999997,1.55,58.19,102020000.0,7.15,51.75,121740000.0
0,0,CLX,0,0,0,0,23760000000.0,26730000000.0,29.91,28.41,6.51,3.97,42.81,4.36,20.5,13.31,18.15,13.21,125.83,6130000000.0,48.45,-1.6,2730000000.0,1280000000.0,816000000.0,6.35,1.6,168000000.0,1.34,3150000000.0,567.93,0.86,4.44,1040000000.0,686750000.0,0.17,181.68,161.87,2480000.0,125100000.0,124720000.0,0.13,83.11,10360000.0,3.1,9.46,9240000.0
0,0,CMA,0,0,0,0,4390000000.0,,5.96,7.62,2.72,1.42,0.59,,,28.8,38.56,1.08,10.72,2760000000.0,18.91,-60.4,3270000000.0,,789000000.0,5.38,,4860000000.0,34.92,9700000000.0,,,53.24,,,1.89,31.48,57.11,2990000.0,139040000.0,137760000.0,1.0,86.76,3890000.0,1.19,3.22,6230000.0
0,0,CMCSA,0,0,0,0,164320000000.0,261040000000.00003,12.75,13.87,1.16,1.53,1.99,2.4,7.56,11.98,19.39,5.13,16.75,108940000000.0,23.95,2.0,74500000000.0,34080000000.0,13060000000.0,2.83,25.9,5500000000.0,1.21,111990000000.0,131.37,0.84,18.17,25700000000.0,10840000000.0,1.0,36.3,42.36,29080000.0,4550000000.0,4510000000.0,0.69,85.0,85570000.0,2.54,,89840000.0
0,0,CME,0,0,0,0,63980000000.0,66090000000.0,30.2,23.09,2.34,13.13,2.45,13.58,19.78,43.57,54.68,2.17,8.12,4860000000.0,13.6,-8.2,4860000000.0,3130000000.0,2120000000.0,5.91,21.8,1630000000.0,4.56,4400000000.0,16.82,1.03,73.09,2670000000.0,2140000000.0000002,0.35,174.78,198.57,2550000.0,358480000.0,349450000.0,1.56,87.85,5220000.0,1.73,1.64,5170000.0
0,0,CMG,0,0,0,0,24120000000.0,26180000000.0,72.55,90.91,4.83,4.32,14.42,4.6,32.06,5.95,7.8,5.64,21.45,5690000000.0,204.9,7.8,1900000000.0,661000000.0,338410000.0,11.95,-13.3,881290000.0,31.68,2940000000.0,176.02,1.62,60.11,721120000.0,377690000.0,0.93,696.37,791.25,27820000.0,27820000.0,25660000.0,2.54,73.89,1940000.0,1.96,7.85,1510000.0
0,0,CMI,0,0,0,0,21540000000.0,22940000000.0,10.04,12.76,2.67,0.96,2.87,0.97,6.35,9.34,10.55,7.46,25.4,22580000000.0,147.16,-16.5,5980000000.0,3060000000.0,2109999999.9999998,13.68,-22.9,2029999999.9999998,13.6,3350000000.0,41.79,1.4,47.34,3150000000.0,1910000000.0,,137.94,163.82,1610000.0,148120000.0,148640000.0,0.31,85.73,3700000.0,2.22,2.51,4160000.0
0,0,CMS,0,0,0,0,16480000000.0,29590000000.0,24.27,22.32,3.14,2.41,3.28,4.45,12.42,10.68,20.26,3.22,14.07,6650000000.0,23.49,-9.5,2560000000.0,2210000000.0,710000000.0,2.49,14.1,834000000.0,2.91,14340000000.0,274.55,0.96,18.12,1370000000.0,-455000000.0,0.28,58.76,62.56,2780000.0,286220000.0,284700000.0,0.45,95.24,3340000.0,1.07,1.36,6190000.0
0,0,CNP,0,0,0,0,8250000000.0,23120000000.0,12.35,13.12,77.21,0.67,1.25,1.88,8.24,6.43,11.36,2.8,9.64,12300000000.0,24.5,6.4,3320000000.0,2730000000.0,674000000.0,1.33,30.8,1060000000.0,2.12,15180000000.0,181.54,0.99,13.18,1640000000.0,-936250000.0,0.99,15.44,23.59,8210000.000000001,502620000.0,500940000.0,0.2,87.83,23310000.0,2.31,5.27,19650000.0
0,0,CNX,0,0,0,0,2410000000.0,5340000000.0,5.47,,,1.61,0.58,3.93,15.03,-23.51,18.98,1.88,-4.34,1370000000.0,7.3,-36.4,1030000000.0,1280000000.0,-322480000.0,-1.72,,31830000.0,0.17,2820000000.0,60.74,1.17,20.51,939290000.0,-227780000.0,0.55,8.23,7.61,6570000.0,187060000.0,184940000.0,84.95,0.0,18520000.0,2.92,16.73,28910000.0
0,0,COF,0,0,0,0,25570000000.0,,11.1,6.98,0.9,0.93,0.45,,,14.87,19.74,0.72,5.05,18790000000.0,40.44,-66.1,22360000000.0,,2410000000.0,5.19,,24940000000.0,54.77,55680000000.0,,,113.38,,,1.64,54.35,87.09,4730000.0,455300000.0,450890000.0,0.86,91.57,6710000.0,1.03,1.49,6070000.0
0,0,COG,0,0,0,0,7990000000.0,9040000000.0,12.29,34.48,31.1,4.05,3.71,4.38,7.05,34.3,44.26,12.65,32.13,1990000000.0,4.78,-30.8,1330000000.0,1280000000.0,681070000.0,1.63,-46.6,200230000.0,0.5,1260000000.0,58.37,1.73,5.41,1450000000.0,293330000.0,-0.03,18.24,16.94,10700000.0,398580000.0,390610000.0,2.05,101.43,12720000.0,1.27,3.7,23680000.0
0,0,COH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,COL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,COP,0,0,0,0,38960000000.0,43630000000.0,5.65,14.39,,1.25,1.11,1.34,2.66,21.56,22.3,6.61,21.63,33350000000.0,29.85,-21.4,16180000000.0,13750000000.0,7190000000.0,6.4,-61.5,10230000000.0,9.46,15830000000.0,45.15,2.4,32.24,11100000000.0,2380000000.0,1.49,31.79,52.03,11720000.0,1080000000.0,1080000000.0,0.1,75.6,16170000.000000002,1.18,1.5,13360000.0
0,0,COST,0,0,0,0,134860000000.00002,134190000000.0,35.85,34.72,4.14,0.86,8.12,0.85,20.12,2.39,3.1,6.7,24.56,158350000000.0,359.19,10.4,19820000000.0,6480000000.0,3780000000.0,8.52,4.7,8710000000.0,19.74,8780000000.0,51.62,1.04,37.62,7120000000.0,3020000000.0,0.75,299.55,301.51,3820000.0,441580000.0,439010000.0,0.23,71.83,4760000.0,0.96,1.08,5490000.0
0,0,COV,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CPB,0,0,0,0,15250000000.0,21010000000.0,33.47,18.38,2.34,1.89,6.11,2.6,15.38,17.95,14.4,5.66,24.25,8080000000.0,26.84,-0.5,2710000000.0,1450000000.0,458000000.0,4.79,,58000000.0,0.19,6080000000.0,243.46,0.61,8.26,1370000000.0,790000000.0,0.37,48.32,48.03,3080000.0,301740000.0,172260000.0,43.9,53.08,12460000.0,3.14,6.52,15700000.0
0,0,CRM,0,0,0,0,135789999999.99998,133710000000.00002,200.34,47.62,2.39,7.54,4.01,7.82,51.47,,,,,,,,12860000000.0,,,,,,,,,,,,,,148.07,163.31,7770000.0,,,,,,,,
0,0,CSC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CSCO,0,0,0,0,176510000000.0,165440000000.0,16.19,12.99,2.48,3.48,4.97,3.21,9.64,21.44,28.06,9.37,28.97,51550000000.0,12.04,-3.5,32670000000.0,16200000000.0,11050000000.0,2.56,2.0,27060000000.0,6.38,17070000000.0,48.04,1.81,8.38,15660000000.0,11280000000.0,1.01,39.54,44.55,32490000.000000004,4240000000.0,4240000000.0,0.04,74.03,34240000.0,1.0,0.81,49530000.0
0,0,CSX,0,0,0,0,47380000000.0,61630000000.0,14.82,15.97,2.08,4.11,3.99,5.23,9.67,27.74,41.57,7.95,26.85,11780000000.0,15.0,-5.2,6290000000.0,6260000000.0,3270000000.0,4.15,-7.7,2480000000.0,3.24,17220000000.0,144.86,1.73,15.51,4860000000.0,2590000000.0,1.24,58.52,69.48,5840000.0,765470000.0,764500000.0,0.12,76.54,7700000.0,1.24,1.01,7840000.0
0,0,CTAS,0,0,0,0,20750000000.0,23430000000.0,22.61,25.32,2.47,2.96,6.24,3.23,14.22,13.19,17.5,10.36,29.46,7260000000.0,69.57,7.6,3130000000.0,1640000000.0,950490000.0,8.81,15.3,234440000.0,2.25,3030000000.0,91.05,2.34,31.96,1330000000.0,910440000.0,1.29,195.03,252.33,104050000.0,104050000.0,87800000.0,15.58,67.49,1850000.0,1.33,2.09,2410000.0
0,0,CTL,0,0,0,0,10910000000.0,45680000000.0,,6.73,419.23,0.48,0.81,2.04,21.92,-23.52,17.61,3.65,-31.65,22400000000.0,20.91,-3.6,12320000000.0,8770000000.0,-5270000000.0,-4.92,,1690000000.0,1.55,36450000000.0,270.62,0.66,12.36,6680000000.0,2480000000.0,1.02,9.82,12.62,13150000.0,1100000000.0,985500000.0,0.79,78.43,104330000.0,6.86,10.82,102650000.0
0,0,CTSH,0,0,0,0,28490000000.0,26750000000.0,16.0,13.91,1.67,1.76,2.58,1.59,8.64,10.98,16.61,10.87,16.41,16780000000.000002,30.02,3.8,6150000000.0,3290000000.0,1840000000.0,3.29,-39.0,3420000000.0,6.24,1710000000.0,15.52,2.55,20.11,2500000000.0,2020000000.0,1.06,49.69,59.42,4880000.0,541050000.0,546760000.0,0.24,94.64,8770000.0,1.61,1.63,12210000.0
0,0,CTXS,0,0,0,0,17480000000.0,17840000000.0,28.14,26.53,2.59,6.37,20.86,5.66,22.15,23.88,20.62,8.55,448.1,3150000000.0,24.73,19.7,2600000000.0,775200000.0,752690000.0,5.7,64.2,550520000.0,4.32,1930000000.0,,0.78,-1.72,799750000.0,808900000.0,0.31,135.84,118.9,2640000.0,123450000.0,126650000.0,0.99,102.02,4710000.0,1.46,5.07,5760000.0
0,0,CVC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CVS,0,0,0,0,80010000000.0,160950000000.0,12.06,8.62,1.04,0.31,1.25,0.63,9.81,2.59,4.62,3.53,10.81,255770000000.0,196.59,22.9,44520000000.0,16190000000.000002,6630000000.0,5.08,,8060000000.000001,6.18,89000000000.0,138.7,0.94,49.05,12850000000.0,10170000000.0,0.77,58.73,67.79,11450000.0,1310000000.0,1300000000.0,0.19,79.79,15100000.0,1.1,1.16,19890000.0
0,0,CVX,0,0,0,0,162050000000.0,183280000000.0,56.36,14.49,7.07,1.18,1.12,1.31,5.16,2.09,7.49,2.67,1.89,139860000000.0,74.32,-14.3,59750000000.0,29020000000.0,2920000000.0,1.54,,5750000000.0,3.06,30860000000.0,21.25,1.07,76.62,27310000000.0,12500000000.0,1.18,76.95,104.52,14920000.0,1870000000.0,1880000000.0,0.05,68.45,20060000.0,1.01,1.07,21630000.0
0,0,D,0,0,0,0,64450000000.0,104570000000.0,47.48,17.73,3.15,3.75,2.18,6.31,16.14,8.19,26.65,3.04,4.91,16570000000.0,20.49,33.1,7970000000.0,7390000000.0,1340000000.0,1.62,57.4,167000000.0,0.2,39000000000.0,114.61,0.61,35.33,5200000000.0,206880000.0,0.39,75.23,81.09,4310000.0,838000000.0,835110000.0,0.28,72.61,11850000.0,2.23,1.42,12200000.0
0,0,DAL,0,0,0,0,14340000000.0,31340000000.0,4.19,4.64,464.27,0.32,1.0,0.69,6.19,7.76,11.75,5.07,25.74,45130000000.0,70.07,-18.0,12920000000.0,7630000000.0,3500000000.0,5.43,,5970000000.0,9.4,24070000000.0,168.22,0.53,22.52,6840000000.0,-752500000.0,1.59,26.68,48.67,35180000.0,637840000.0,632760000.0,50.04,0.0,22740000.0,0.39,4.03,30670000.0
0,0,DD,0,0,0,0,30230000000.0,46140000000.0,,12.45,2.44,1.43,0.74,2.14,13.61,2.32,14.48,1.51,-0.89,21510000000.0,28.83,-4.6,7710000000.0,5180000000.0,-717000000.0,0.67,-63.5,1540000000.0,2.08,18000000000.0,43.32,1.2,55.49,1410000000.0,41720000000.0,1.17,36.3,54.32,8270000.0,733800000.0,737610000.0,0.08,72.22,18960000.0,2.5,2.59,16219999.999999998
0,0,DDS,0,0,0,0,594800000.0,932680000.0,5.85,,,0.1,0.37,0.15,2.3,1.75,2.52,2.91,6.73,6340000000.0,250.09,-4.5,2109999999.9999998,383190000.0,111080000.0,4.38,-20.5,277080000.0,11.85,614960000.0,37.88,1.99,67.09,365070000.0,252410000.0,1.34,34.2,59.39,1050000.0,19190000.0,7660000.0,20.33,114.42,6670000.0,10.56,122.64,6600000.0
0,0,DE,0,0,0,0,43000000000.0,83690000000.0,13.39,15.11,2.04,1.13,3.61,2.17,13.93,8.42,10.85,3.72,28.12,38880000000.0,123.33,-4.4,9180000000.0,6120000000.0,3270000000.0,10.26,3.8,3310000000.0,10.55,45320000000.0,379.45,2.19,38.03,4550000000.0,-383220000.0,1.03,134.72,161.51,2260000.0,314810000.0,281350000.0,0.23,80.37,4510000.0,1.79,1.6,4110000.0000000005
0,0,DELL,0,0,0,0,28770000000.0,73320000000.0,6.45,6.77,0.91,0.32,,0.8,8.32,5.01,3.51,1.75,499.68,92150000000.0,127.29,0.8,28930000000.0,8990000000.0,4620000000.0,6.03,,9300000000.0,12.58,53850000000.0,1706.75,0.7,-2.12,9290000000.0,8740000000.0,,37.88,47.1,3460000.0,254400000.0,244820000.0,1.02,74.77,6920000.0,2.0,4.54,11500000.0
0,0,DF,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
